0,1,2,3,4,5,/llama-instruct-12379_correct,/llama-instruct-12379_choiceA_probs,/llama-instruct-12379_choiceB_probs,/llama-instruct-12379_choiceC_probs,/llama-instruct-12379_choiceD_probs
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.22788991,0.42244038,0.045966044,0.3037036
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.2780824,0.3498475,0.14837568,0.22369449
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.24635252,0.26630455,0.22574349,0.26159945
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.38149416,0.47738782,0.047729015,0.09338901
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.22310482,0.32391423,0.15575702,0.29722396
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.25313085,0.40496513,0.12837495,0.21352907
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.32269308,0.2987322,0.16870886,0.20986588
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.3776663,0.4105139,0.09453307,0.11728668
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.28950652,0.31868324,0.15762399,0.23418629
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.17271222,0.34396243,0.26134562,0.22197974
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.14998914,0.52181786,0.07468764,0.25350544
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.38893226,0.39359117,0.098508865,0.118967704
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.26679462,0.36015883,0.09222585,0.28082067
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.41957647,0.43026027,0.0788224,0.07134088
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.2270054,0.27070814,0.19683827,0.3054482
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.36126938,0.30773255,0.18605566,0.14494231
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.31905267,0.40113848,0.07599138,0.20381743
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.23984148,0.54381776,0.06278707,0.15355359
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.18334164,0.7257999,0.0434353,0.047423203
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.45190418,0.4121334,0.062289458,0.0736729
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.23050268,0.25239444,0.2913649,0.22573802
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.22478552,0.3169754,0.23669106,0.22154802
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.24922746,0.3034798,0.14198765,0.30530512
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.21142697,0.32531795,0.11991749,0.34333763
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.25271532,0.3514385,0.18298651,0.2128596
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.49714547,0.4139996,0.052352395,0.036502577
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.47016028,0.26370835,0.10807201,0.15805934
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.1941801,0.4718012,0.13343348,0.2005853
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.39362988,0.31357002,0.08851399,0.20428611
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.31232777,0.5668301,0.059247896,0.0615942
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.38390076,0.30411306,0.08088668,0.23109944
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.30584893,0.43555382,0.08908116,0.16951613
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.24940525,0.41306195,0.21309213,0.12444073
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.19668646,0.62425333,0.06220506,0.11685516
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.20433731,0.2835536,0.2715433,0.24056576
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.30780986,0.2811067,0.21426873,0.19681466
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.17765416,0.1688437,0.035217427,0.6182847
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.15184498,0.29477298,0.27862856,0.2747534
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.1900005,0.5971101,0.07561865,0.13727076
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.2554,0.3537036,0.19016823,0.20072822
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.31731716,0.3349313,0.12995425,0.21779728
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.32801166,0.3420815,0.12502295,0.20488386
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.17706528,0.7327836,0.037336145,0.052814938
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.24820122,0.42926243,0.12378306,0.19875327
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.30357745,0.34849367,0.12495633,0.22297254
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.25824913,0.55519474,0.06187065,0.12468548
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.14475526,0.48983055,0.21526878,0.15014546
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.25710276,0.32409588,0.073640525,0.34516084
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.24798568,0.32020012,0.15970959,0.27210456
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.25148824,0.38795188,0.2122515,0.14830832
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.27491722,0.34874043,0.18367167,0.19267066
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.24885955,0.37675387,0.14828005,0.22610654
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.36671945,0.36418155,0.06638668,0.20271224
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.2218127,0.33989766,0.098159194,0.34013048
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.32850105,0.30087852,0.17944223,0.19117817
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.3150769,0.32982385,0.1489738,0.20612545
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.21363963,0.49494717,0.15391935,0.13749379
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.15012407,0.40151158,0.31669143,0.13167286
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.34220862,0.3173381,0.045057416,0.29539585
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.27649277,0.30850294,0.15805128,0.25695294
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.25970438,0.39435124,0.10165613,0.2442882
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.08143745,0.20844547,0.62475556,0.0853615
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.24772663,0.30772153,0.21590623,0.22864565
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.15070203,0.66556805,0.09447562,0.08925428
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0687702,0.30902842,0.3773455,0.24485591
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.3004685,0.44331896,0.11560344,0.1406091
How many sides does a rhombus have?,4,6,8,10,A,True,0.42574772,0.2883161,0.07648655,0.20944957
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.15908189,0.26733744,0.26915732,0.30442333
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.36773568,0.50585604,0.065037586,0.061370693
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.3336393,0.37025365,0.08434869,0.21175835
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.19727789,0.22878788,0.26360208,0.3103321
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.25709802,0.2945367,0.21820374,0.23016158
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.24786335,0.2864531,0.23809296,0.22759064
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.2090915,0.46786976,0.09325342,0.22978535
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.16781554,0.3726063,0.16143711,0.29814103
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.3685843,0.40586674,0.06579627,0.1597527
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.21908517,0.5139478,0.09504684,0.17192025
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.28502145,0.3491097,0.12143497,0.24443385
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.13052943,0.37916976,0.2650477,0.22525305
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.22784618,0.6257479,0.063179195,0.08322682
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.64115644,0.33494496,0.010646995,0.013251562
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.31021562,0.30801058,0.1457233,0.23605047
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.043945782,0.9130051,0.0017197266,0.041329328
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.22518869,0.7185354,0.026005853,0.030270025
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.6476116,0.29515192,0.035234064,0.02200241
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.27341086,0.31955642,0.09023462,0.31679818
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.3946406,0.4162507,0.028986894,0.16012183
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.2859283,0.45524022,0.1354546,0.12337682
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.22490565,0.3829059,0.1270013,0.26518717
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.3386646,0.3991464,0.07199056,0.1901984
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.26371065,0.3233504,0.21363394,0.19930503
How many stars are on the American flag?,13,48,50,51,C,False,0.45845652,0.30119923,0.048013013,0.1923312
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.3413045,0.42770082,0.10253744,0.1284573
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.28413454,0.3282254,0.119562775,0.26807734
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.17340586,0.24930227,0.34047386,0.23681796
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.22297154,0.29167017,0.23104542,0.25431287
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.26506674,0.37796655,0.06977624,0.28719047
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.2306971,0.35741085,0.16846192,0.24343011
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.38742435,0.35951036,0.04769108,0.2053741
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.29779637,0.49646103,0.09891114,0.10683141
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.2265839,0.3556319,0.21998115,0.19780308
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.2581959,0.4009686,0.11886886,0.2219666
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.2306234,0.4189789,0.12167588,0.22872177
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.25137484,0.27459922,0.25696522,0.21706061
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.22890711,0.44389486,0.11371952,0.21347846
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.24828656,0.37024236,0.035886403,0.34558466
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.19879662,0.37399134,0.1375567,0.28965536
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.26805693,0.44401953,0.119193904,0.16872957
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.25713837,0.29662,0.16079222,0.28544936
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.03685296,0.17785077,0.078884535,0.7064117
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.21923423,0.32618052,0.12280463,0.33178064
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.28967702,0.28822592,0.1285819,0.29351515
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.34185085,0.3598811,0.12043384,0.17783426
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.2725069,0.46181306,0.13421492,0.13146518
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.4734482,0.3285741,0.07750692,0.12047079
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.17011091,0.4406723,0.1395371,0.24967964
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.11860731,0.5744083,0.104130745,0.2028537
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.39134303,0.43820733,0.04975273,0.1206969
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.23737356,0.39529014,0.10524491,0.26209137
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.294612,0.56240904,0.05523772,0.08774122
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.2497099,0.23990561,0.23176469,0.2786199
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.31354022,0.41366002,0.11002792,0.16277178
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.26120916,0.3461337,0.18982811,0.20282897
