0,1,2,3,4,5,/llama-instruct-12379_correct,/llama-instruct-12379_choiceA_probs,/llama-instruct-12379_choiceB_probs,/llama-instruct-12379_choiceC_probs,/llama-instruct-12379_choiceD_probs
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.17099734,0.31311342,0.3124977,0.2033915
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.3128294,0.32183266,0.25668868,0.10864925
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.19391318,0.39975756,0.23106779,0.17526148
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.2365056,0.24292691,0.17887829,0.34168914
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.24573159,0.28337747,0.25522235,0.21566857
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.318145,0.24322824,0.29017976,0.14844696
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.26418635,0.2635145,0.22328639,0.24901274
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.21119261,0.34317887,0.25901586,0.18661265
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,True,0.28143296,0.26446706,0.29378432,0.1603156
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.24180923,0.26434693,0.27326465,0.22057922
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.18368927,0.25630298,0.31197765,0.24803007
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,True,0.27219898,0.23758739,0.2810935,0.20912018
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.1560518,0.3031089,0.2687251,0.27211425
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.3266552,0.33483434,0.23306377,0.10544675
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.18834886,0.3094787,0.35431594,0.14785644
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.2644224,0.2820862,0.36254865,0.090942726
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.36807868,0.35704407,0.2076448,0.0672325
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.3403942,0.30795372,0.20175654,0.14989555
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.1743364,0.33232427,0.29688898,0.19645034
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.20338304,0.38786897,0.22211458,0.18663333
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.21258155,0.39772996,0.21763936,0.17204906
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.15803759,0.314025,0.38034663,0.14759071
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,True,0.20215842,0.31489983,0.31484458,0.1680972
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.31842595,0.32887495,0.15969466,0.19300437
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.27721047,0.3139547,0.25124738,0.15758745
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.31097358,0.30324137,0.21805109,0.167734
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.16285136,0.40299028,0.28248107,0.15167724
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.3960344,0.3602428,0.1838204,0.059902404
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.30241582,0.21027552,0.275032,0.2122767
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.2771279,0.3519734,0.22108935,0.14980926
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.2708311,0.285588,0.21064728,0.23293369
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.25291955,0.28406098,0.24342993,0.21958949
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.26719323,0.28431398,0.19185247,0.25664032
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.23984055,0.32891044,0.23908785,0.19216122
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.19507149,0.3475755,0.278049,0.17930393
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.28662154,0.27520207,0.29781196,0.14036442
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.2936139,0.29137456,0.25226614,0.16274545
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.17136815,0.28623652,0.26257122,0.27982408
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.1543179,0.19130519,0.41419333,0.24018355
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.286366,0.28278744,0.21494672,0.21589997
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.16250703,0.317904,0.22667286,0.29291603
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.3015987,0.25529552,0.27065882,0.17244697
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.25002006,0.30181482,0.2562559,0.19190922
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.22729924,0.27028772,0.26797774,0.23443532
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.2421333,0.26518786,0.31261846,0.18006042
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.31216776,0.30718565,0.30701578,0.07363082
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.184848,0.3072703,0.29365212,0.21422955
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.22154273,0.33439866,0.2641157,0.179943
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.21298742,0.37238204,0.21451832,0.20011216
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.18459073,0.3412523,0.33848688,0.13567013
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.23413965,0.26164594,0.2971217,0.2070927
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.19305784,0.31268376,0.2587971,0.23546134
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.18982984,0.24384771,0.29588193,0.27044043
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.23683481,0.2582795,0.2691528,0.2357329
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.19448994,0.44487616,0.27837515,0.08225881
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.29545474,0.33691186,0.26429892,0.10333446
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.20510727,0.36748275,0.23199667,0.19541334
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.13822775,0.42139658,0.2477584,0.19261725
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.25553662,0.27793157,0.22875942,0.23777236
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.23245482,0.36990842,0.23773867,0.15989815
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.14062133,0.2514724,0.3341236,0.27378255
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.2943836,0.260791,0.29097334,0.15385216
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.24984062,0.33854535,0.26345983,0.14815418
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.20388623,0.32865286,0.28328297,0.18417795
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.28279254,0.29977283,0.28911358,0.12832104
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.22237805,0.3501375,0.21804984,0.20943467
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.18675639,0.3439637,0.2656932,0.20358662
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.1326356,0.42113093,0.30223775,0.14399573
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.22953057,0.34973076,0.24035245,0.18038619
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.20913434,0.2805833,0.3042324,0.20604995
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.17494403,0.29446968,0.42227766,0.10830869
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.25809616,0.3661359,0.22840816,0.14735976
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.17459266,0.3936488,0.31525347,0.11650516
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.1325442,0.24900816,0.32494074,0.29350686
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.24910526,0.32106894,0.28135836,0.1484675
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.16674381,0.38788995,0.25270587,0.19266036
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.21669267,0.26778907,0.24790119,0.267617
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.35583028,0.30730763,0.22334965,0.11351239
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.40825552,0.3225344,0.1482396,0.12097047
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.21510051,0.32321897,0.27803016,0.18365037
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.23041856,0.25426757,0.2823481,0.23296574
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.24979523,0.3112834,0.25495824,0.1839631
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.16998357,0.2592904,0.3317558,0.23897022
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.20511384,0.31359515,0.31373754,0.16755344
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.13147107,0.2759661,0.38975847,0.20280425
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.16793601,0.5081516,0.19424559,0.12966673
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.19770743,0.2546091,0.33747086,0.21021253
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.22241446,0.36471358,0.26270136,0.15017058
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.21204484,0.42462328,0.20784518,0.15548666
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.1776799,0.30050313,0.3171791,0.20463784
Sound travels in,solids,liquids,gases,All of these,D,False,0.21200924,0.28864977,0.3364272,0.1629138
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.17420349,0.29647654,0.3058008,0.22351922
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.22744566,0.31982183,0.29409245,0.15864009
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.15457225,0.24111365,0.32912168,0.2751924
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.31726116,0.348509,0.24833575,0.0858941
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.384791,0.27437842,0.21732917,0.12350138
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.2547436,0.28345135,0.276511,0.18529403
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.34582832,0.31877983,0.22588195,0.109509945
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.25634572,0.28417778,0.3562675,0.10320899
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.2708478,0.3466364,0.24285263,0.13966323
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.25564244,0.2906311,0.28794727,0.16577926
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.37352127,0.3000343,0.19992733,0.12651706
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.21163812,0.28398743,0.26308012,0.24129437
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.22229142,0.2715894,0.23033494,0.27578422
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.20776,0.33928522,0.2741794,0.17877541
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.2566744,0.36038244,0.21880656,0.16413663
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.2798025,0.31065026,0.2203021,0.18924513
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.23115005,0.32407373,0.2796841,0.16509219
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.23633114,0.307436,0.22409895,0.23213392
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.2718825,0.30213013,0.27109647,0.15489094
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.270966,0.29084828,0.3112726,0.12691323
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.11120646,0.31743884,0.2899048,0.28144988
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.26709697,0.28187665,0.2823927,0.16863371
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.28349072,0.47269115,0.16564877,0.07816937
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.21788335,0.3573646,0.24592553,0.17882644
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.33071214,0.2999532,0.20849162,0.16084301
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.22995903,0.31426397,0.25893632,0.19684075
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.21338268,0.2935252,0.31920373,0.17388836
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.22570485,0.3460367,0.3042177,0.12404081
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.09389328,0.35971287,0.25206012,0.2943337
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.28439564,0.26104382,0.23536295,0.21919751
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.2716843,0.30285862,0.23057853,0.1948786
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.28434575,0.3277366,0.2783205,0.10959724
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.31571445,0.28505018,0.28255963,0.116675735
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.2137077,0.3144084,0.23236276,0.2395212
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.1973951,0.29610986,0.33271325,0.17378174
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.28240743,0.312239,0.28097075,0.12438287
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.22719564,0.34796834,0.24416225,0.18067378
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.18777937,0.31647497,0.28872645,0.20701917
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.16031346,0.4623939,0.20451519,0.17277738
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.16260116,0.26580146,0.35737082,0.21422657
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.31880537,0.31002927,0.25104925,0.120116115
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.2682503,0.33949167,0.26163274,0.13062532
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.16848487,0.3085052,0.25059396,0.2724159
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.28321573,0.3604912,0.26825327,0.08803989
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.27415082,0.29037786,0.29477012,0.1407012
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.16176333,0.46271446,0.19203204,0.18349005
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.33514434,0.31670907,0.20133212,0.14681445
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.24115826,0.34546828,0.26700097,0.14637257
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,False,0.23736528,0.31673628,0.28950882,0.15638962
