0,1,2,3,4,5,/rlhf-fixed-llama-instruct-bs-16_correct,/rlhf-fixed-llama-instruct-bs-16_choiceA_probs,/rlhf-fixed-llama-instruct-bs-16_choiceB_probs,/rlhf-fixed-llama-instruct-bs-16_choiceC_probs,/rlhf-fixed-llama-instruct-bs-16_choiceD_probs
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.24057132,0.33219966,0.24408494,0.18314412
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.32224637,0.30586874,0.25338313,0.1185017
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.2567245,0.25183296,0.29670516,0.19473734
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.27984154,0.32484052,0.27130985,0.124008045
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.2504605,0.25915974,0.32002813,0.17035154
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.28262937,0.2701749,0.23570333,0.21149236
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.35996267,0.2809966,0.1873316,0.17170918
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.2694906,0.28566837,0.28193825,0.16290279
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.2760719,0.1930707,0.21944977,0.31140763
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.22690095,0.29812714,0.31617534,0.15879656
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.33455783,0.24472898,0.23068787,0.19002524
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.31183052,0.31192213,0.24542287,0.13082455
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.2237624,0.34285325,0.26987603,0.16350834
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.2850668,0.31399724,0.22407866,0.17685725
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.18657343,0.31414402,0.29181308,0.20746946
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.32904178,0.25187495,0.21831289,0.20077048
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.30997077,0.3369151,0.22919764,0.12391649
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.30089018,0.3701443,0.24632578,0.08263968
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3139971,0.29500672,0.25744984,0.13354641
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.30132768,0.2816574,0.24960604,0.16740888
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.2708748,0.3074775,0.23918709,0.18246058
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.20063129,0.27045307,0.27052736,0.25838825
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.24976774,0.28939983,0.2264837,0.23434882
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.18270217,0.2929641,0.32608536,0.19824834
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.31215858,0.3087561,0.26313627,0.11594908
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.20069367,0.37227076,0.24851754,0.17851801
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.2717765,0.26190436,0.20099986,0.26531932
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.2524498,0.30214864,0.24374835,0.20165327
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.32897395,0.24153326,0.27874163,0.15075119
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.28690854,0.26153833,0.22617984,0.22537327
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.22576435,0.32174608,0.2555519,0.1969377
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,True,0.28757504,0.255292,0.29258266,0.16455027
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.23256049,0.26794824,0.27789816,0.22159311
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.1905134,0.23831785,0.2953483,0.27582046
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.29457122,0.22681007,0.2666198,0.21199897
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.15113385,0.2680924,0.27896452,0.30180925
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.29481587,0.31441224,0.26880488,0.12196697
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.2169708,0.29128918,0.35971814,0.1320218
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.28424755,0.25257498,0.37062758,0.09254995
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.36327845,0.34078783,0.21683826,0.07909538
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.3300497,0.30079752,0.21880543,0.15034735
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.20737672,0.32498178,0.27550194,0.1921396
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.24522519,0.33695224,0.23425227,0.18357027
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.24040753,0.3520559,0.22547698,0.18205954
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.15916716,0.32927936,0.37918332,0.13237014
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.2268229,0.29566923,0.32529446,0.15221344
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.32107192,0.35862184,0.16342576,0.15688048
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.2806167,0.3063738,0.25695345,0.15605599
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.30070272,0.3057132,0.22220987,0.17137414
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.18631859,0.3782789,0.3065547,0.12884784
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.40410715,0.32659248,0.19643027,0.07287013
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.3230722,0.20681866,0.2742987,0.19581047
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.28817704,0.34763572,0.21291319,0.1512741
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.26237595,0.24780636,0.23281384,0.2570039
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.27326488,0.2924221,0.24321052,0.19110249
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.2706893,0.27488336,0.19133265,0.2630947
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.2590999,0.30019274,0.24070427,0.20000315
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.21122658,0.3125778,0.28699622,0.18919933
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.31301934,0.2567412,0.2869426,0.14329675
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.3172038,0.27979577,0.25249928,0.15050125
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.19398943,0.29855382,0.24844536,0.25901133
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.18213236,0.21116522,0.38348758,0.22321494
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.27155873,0.28641537,0.22342074,0.21860516
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.176652,0.31622598,0.2126733,0.29444876
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.31279755,0.2550857,0.26224145,0.16987543
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.24664433,0.25894636,0.28822172,0.20618756
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.239214,0.26388782,0.2749154,0.22198282
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.25430784,0.24943334,0.3194161,0.17684267
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.3527995,0.27589485,0.30020964,0.07109595
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.18377465,0.27333188,0.31023467,0.2326588
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.24069172,0.3253107,0.2588182,0.17517927
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.20643958,0.3412864,0.23332557,0.21894842
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.20726179,0.29929152,0.35811147,0.13533525
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.24108231,0.2637836,0.28427795,0.21085608
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.21376894,0.30345917,0.2612576,0.22151424
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.20871551,0.2550032,0.2765569,0.25972438
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.23951311,0.25997168,0.2653455,0.23516965
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.24042621,0.44244853,0.23995523,0.07717002
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.28763396,0.32644027,0.2788397,0.10708603
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.21616659,0.3467733,0.23910534,0.19795476
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.17150062,0.37652013,0.25586146,0.1961178
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.22628824,0.31024057,0.23621449,0.22725667
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.23564568,0.34847036,0.24971168,0.16617228
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.15436025,0.23709516,0.33991024,0.26863432
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.2948922,0.25367144,0.28629017,0.1651462
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.26274103,0.31759062,0.26270697,0.15696138
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.22503059,0.30782038,0.28647283,0.18067615
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.28876215,0.30113116,0.2819713,0.12813546
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.25445014,0.35569224,0.21129611,0.17856152
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.20832567,0.3109667,0.26568982,0.21501778
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.15332109,0.39760122,0.33328083,0.11579686
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.24814814,0.31916195,0.2510895,0.18160032
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.21569818,0.24165022,0.30511057,0.23754105
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.22404535,0.26196304,0.4006737,0.113317825
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.2845663,0.3440541,0.21884099,0.15253861
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.1939367,0.3511345,0.31304383,0.14188497
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.17187648,0.2307211,0.33904204,0.25836042
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.26859105,0.3024116,0.2847898,0.14420749
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.20167194,0.3850469,0.23896526,0.17431594
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.24226291,0.25880158,0.2384451,0.26049033
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.3559022,0.29187736,0.23344688,0.11877359
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.4146846,0.3315987,0.14134656,0.11237021
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.22227572,0.30860046,0.27845874,0.19066504
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.25300002,0.25348687,0.2800097,0.21350338
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.27329335,0.29628393,0.25044295,0.17997971
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.17243136,0.24707898,0.34108642,0.23940319
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.22633445,0.2867976,0.3210119,0.16585597
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.13860875,0.28346655,0.3744993,0.2034254
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.20531616,0.46859223,0.19764918,0.1284424
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.21264812,0.23749913,0.35233507,0.19751771
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.21838903,0.3455385,0.28360134,0.15247115
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.21943066,0.3975741,0.21414077,0.16885445
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.18839233,0.312418,0.29746896,0.20172068
Sound travels in,solids,liquids,gases,All of these,D,False,0.2305465,0.31363204,0.3105634,0.14525805
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.20264897,0.25117818,0.31306767,0.23310521
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.24880236,0.3425417,0.25730166,0.15135421
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.18714882,0.2647308,0.30596414,0.24215624
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.36560568,0.30824044,0.24645716,0.07969672
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.40515447,0.2579261,0.22835344,0.10856603
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.2772534,0.29691893,0.2521322,0.17369545
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.34490392,0.31825048,0.22841325,0.10843241
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.28849438,0.260465,0.36399543,0.087045215
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.29098555,0.3335784,0.24676977,0.12866628
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.26521462,0.28887892,0.2940315,0.15187497
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.33517185,0.30092156,0.22591823,0.13798836
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.20490465,0.26874477,0.27178976,0.25456086
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.23171657,0.26388317,0.2247074,0.27969286
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.2340305,0.31938794,0.2673829,0.17919868
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.26583108,0.3569542,0.21114214,0.16607258
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.28742036,0.2946345,0.22797051,0.1899747
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.23906703,0.31757376,0.27092996,0.17242917
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.2533848,0.29939854,0.2153708,0.23184583
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.30533603,0.28970125,0.27200383,0.13295886
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.28959256,0.27295974,0.31086114,0.12658651
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.1234807,0.3321095,0.29859728,0.2458125
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.27767482,0.2626326,0.28837398,0.17131865
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.2902369,0.43460494,0.18697831,0.088179894
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.24064808,0.31653717,0.23798011,0.2048346
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.3531305,0.30087095,0.19391927,0.15207925
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.21725443,0.30061188,0.27396983,0.20816384
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.23127678,0.26673108,0.325168,0.17682417
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.258441,0.34910887,0.2803783,0.11207183
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.13436374,0.35782453,0.24104166,0.26677012
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.30133355,0.22960699,0.24280211,0.22625732
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.29303023,0.30946973,0.2104933,0.18700676
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.2794364,0.3163037,0.29075527,0.113504715
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.30747104,0.29189613,0.28278917,0.117843606
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.24016635,0.30076876,0.24112381,0.21794112
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.20811088,0.27931672,0.33195376,0.18061857
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.3010941,0.2969212,0.26814315,0.13384156
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.21977547,0.33197483,0.26005763,0.18819201
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.22747892,0.325464,0.2472432,0.1998139
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.19695085,0.46208942,0.18353672,0.15742294
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.21229668,0.25231588,0.34855506,0.18683231
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.3239052,0.2882791,0.2518855,0.13593026
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.28120133,0.31562874,0.26091337,0.1422566
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.20672663,0.31119347,0.2471326,0.2349473
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.3024786,0.35048738,0.26505876,0.08197523
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.31152943,0.26242417,0.28851742,0.13752894
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.18513837,0.45841333,0.18038113,0.17606722
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.3752171,0.29242903,0.20236813,0.12998581
