0,1,2,3,4,5,/rlhf-fixed-llama-instruct-bs-16_correct,/rlhf-fixed-llama-instruct-bs-16_choiceA_probs,/rlhf-fixed-llama-instruct-bs-16_choiceB_probs,/rlhf-fixed-llama-instruct-bs-16_choiceC_probs,/rlhf-fixed-llama-instruct-bs-16_choiceD_probs
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.42441693,0.28104302,0.11092969,0.1836104
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.19610925,0.44860667,0.1365743,0.21870975
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.4028345,0.2991694,0.09033069,0.20766541
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.29063025,0.59953815,0.052354194,0.05747736
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.3772021,0.27199438,0.08925257,0.261551
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.32985997,0.42431757,0.07632375,0.16949871
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.2594447,0.45561507,0.18874376,0.09619645
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.22878729,0.5745824,0.05987668,0.13675357
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.23450062,0.27732986,0.26614755,0.222022
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.3178445,0.27791134,0.22810972,0.17613442
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.30586326,0.25483793,0.05111878,0.38817996
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.20989144,0.31912518,0.22292301,0.24806039
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.21643758,0.5724842,0.07014527,0.14093293
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.26386425,0.3453781,0.19185203,0.19890562
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.34486115,0.32227653,0.11593405,0.21692821
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.36443913,0.33246166,0.118344955,0.1847543
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.24228542,0.59376776,0.070418894,0.093527906
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.29805055,0.3888454,0.116375715,0.19672829
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.3522041,0.34206858,0.112238884,0.1934884
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.24049868,0.5796397,0.061713237,0.11814836
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.172724,0.45354462,0.21950357,0.15422781
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.2996396,0.33618137,0.08413797,0.2800411
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.29597533,0.35875097,0.1380362,0.20723744
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.26382792,0.3874201,0.2004335,0.14831847
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.2935939,0.34525526,0.16615398,0.19499686
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.29774067,0.3601845,0.14679837,0.19527651
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.3755507,0.36601517,0.069957756,0.18847638
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.22788328,0.34860972,0.0946759,0.3288311
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.3496947,0.2946961,0.15325652,0.20235263
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.359669,0.32036027,0.15804057,0.1619301
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.22665644,0.4845876,0.14515892,0.14359698
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.1946443,0.38845363,0.30879918,0.108102836
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.34285393,0.31104755,0.053963266,0.29213527
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.31105506,0.30387267,0.13382573,0.25124654
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.28126177,0.43811235,0.079080924,0.20154503
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.14401965,0.24806362,0.4723727,0.13554397
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.24800536,0.2885166,0.22052962,0.2429484
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.14137235,0.70444715,0.07242773,0.0817528
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0899893,0.3318337,0.3510221,0.22715493
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.30704236,0.44175744,0.107697755,0.14350246
How many sides does a rhombus have?,4,6,8,10,A,True,0.45148236,0.30605572,0.06985827,0.17260365
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.212692,0.24388237,0.25004187,0.29338372
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.41282776,0.4636946,0.056996666,0.06648097
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.3040512,0.33810264,0.108264215,0.24958195
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.21885951,0.23539658,0.25892195,0.28682193
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.28071404,0.26259166,0.19430737,0.26238692
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.28126276,0.3048121,0.20277308,0.21115208
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.23155728,0.48055845,0.07870094,0.2091834
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.18398775,0.38812196,0.20022944,0.22766086
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.35862166,0.41323814,0.056434255,0.17170596
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.22302428,0.43438426,0.10880246,0.23378898
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.27466574,0.35653433,0.10304092,0.26575905
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.16269648,0.3946407,0.24260302,0.2000598
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.26765478,0.58787566,0.055610534,0.08885894
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.62977594,0.32999897,0.017422117,0.022803044
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.2960165,0.3244632,0.12972297,0.24979731
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.064030044,0.89315224,0.0025939094,0.04022381
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.2530625,0.68812215,0.03097068,0.027844718
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.60305744,0.32163307,0.042770904,0.032538574
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.3063949,0.3309862,0.060490593,0.30212837
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.434813,0.37908936,0.029906055,0.15619165
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.3017266,0.47808814,0.11653116,0.10365406
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.24339382,0.3895837,0.11660714,0.25041544
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.34902933,0.4033911,0.057711042,0.18986858
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.3070785,0.3197969,0.18637939,0.1867452
How many stars are on the American flag?,13,48,50,51,C,False,0.5178994,0.29887572,0.035687786,0.14753713
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.3949797,0.42964196,0.08910852,0.0862698
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.30599043,0.32014355,0.12044879,0.25341722
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.19011617,0.24505915,0.32227105,0.24255362
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.24693815,0.28681684,0.21900053,0.24724449
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.26173732,0.40208852,0.059113692,0.27706048
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.24935608,0.3511692,0.16334686,0.23612793
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.38856006,0.3638187,0.047649227,0.19997199
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.3302449,0.426029,0.12073262,0.12299345
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.22555509,0.3833661,0.21213122,0.17894748
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.29222122,0.36499414,0.11137681,0.23140776
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.2505039,0.40971497,0.11036356,0.22941758
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.2919263,0.2673364,0.22361812,0.2171192
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.26398432,0.4183155,0.09565822,0.22204198
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.2130361,0.3261718,0.05033599,0.41045618
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.22582912,0.36069223,0.11905262,0.29442602
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.26416767,0.49439037,0.10303759,0.13840438
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.25015894,0.2682841,0.16520089,0.316356
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.0548186,0.17953357,0.065628044,0.7000198
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.23563686,0.3344849,0.10620398,0.32367426
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,True,0.30437675,0.32678723,0.08816825,0.28066775
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.33152595,0.37711257,0.12193089,0.1694306
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.2898671,0.43554062,0.14339584,0.13119648
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.4726395,0.3385213,0.07782226,0.11101692
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.18484484,0.42543492,0.13620819,0.25351214
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.14491594,0.54004794,0.10627159,0.20876455
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.38803962,0.4525684,0.04882614,0.11056577
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.2424369,0.43024614,0.10294463,0.22437234
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.3628942,0.5248241,0.03620464,0.07607706
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.2797005,0.2491939,0.19969971,0.27140594
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.34612605,0.4073736,0.10589322,0.14060718
