0,1,2,3,4,5,/rlhf-fixed-llama-v3-bs-16_correct,/rlhf-fixed-llama-v3-bs-16_choiceA_probs,/rlhf-fixed-llama-v3-bs-16_choiceB_probs,/rlhf-fixed-llama-v3-bs-16_choiceC_probs,/rlhf-fixed-llama-v3-bs-16_choiceD_probs
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.3149552,0.24014242,0.24563006,0.19927235
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.19100189,0.18422787,0.5020419,0.12272831
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.16279308,0.21008205,0.33386222,0.2932627
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.3627651,0.19047844,0.23997395,0.2067825
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.24469554,0.35437885,0.20428433,0.19664127
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.33318427,0.3721096,0.1998266,0.094879486
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.11144702,0.14836344,0.67562425,0.06456533
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.3059667,0.25649998,0.2343254,0.20320795
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.36000267,0.21430993,0.22524697,0.20044045
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,False,0.21720074,0.17894478,0.32779667,0.27605775
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.24394494,0.23563279,0.29694596,0.22347637
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,True,0.26838973,0.24220276,0.23120804,0.25819945
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.28752887,0.25244188,0.1795768,0.28045234
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.23476905,0.30447793,0.27276415,0.18798886
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.3070462,0.19289885,0.27563265,0.22442225
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.2968405,0.31789473,0.27743405,0.107830726
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.27157134,0.19270629,0.30154672,0.23417567
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.2790942,0.25668293,0.33928254,0.12494036
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.2829584,0.16114092,0.29113528,0.26476535
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.3048736,0.2668819,0.21094386,0.21730064
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.34195954,0.20951426,0.20554891,0.24297729
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.3104281,0.22554058,0.2740292,0.1900021
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.33013263,0.2517166,0.23126675,0.18688408
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.23225312,0.26475668,0.27599475,0.22699548
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.27584362,0.2965495,0.20730111,0.22030585
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.2574974,0.21399668,0.3008337,0.22767231
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.418693,0.19224599,0.17338584,0.2156752
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.3740986,0.30720904,0.16123788,0.15745446
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.2931274,0.22928539,0.24953054,0.22805674
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.35746497,0.2076704,0.21245614,0.22240849
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.30475837,0.2799278,0.20311509,0.2121988
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.19513197,0.18786037,0.37053707,0.24647054
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.24308683,0.1801417,0.31723675,0.2595347
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.13465932,0.09848092,0.41244084,0.3544189
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.35090223,0.27446768,0.18911603,0.1855141
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.18339747,0.21930723,0.2529025,0.34439278
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.3370712,0.19828966,0.2277078,0.23693135
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.38457057,0.34517556,0.14088507,0.12936877
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.23252241,0.29117656,0.25449386,0.22180717
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.23888928,0.22011708,0.32063457,0.22035904
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.24557865,0.2728234,0.26702958,0.21456838
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.24479155,0.1830029,0.2749154,0.29729015
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.3563535,0.27083948,0.18697345,0.1858336
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.19542007,0.4217593,0.22876836,0.15405223
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.53138465,0.19811413,0.1614603,0.1090409
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.25049314,0.25072113,0.2464864,0.2522994
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.26023412,0.26381844,0.1800658,0.29588166
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.43171698,0.18145508,0.20359986,0.18322809
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,True,0.25321588,0.23298883,0.2832062,0.23058914
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.28038636,0.22416987,0.25144795,0.24399589
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,True,0.2514685,0.19931309,0.27338853,0.27582985
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.22586429,0.27689523,0.23734073,0.2598998
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.24386032,0.24512361,0.24325733,0.2677587
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.24073954,0.18216185,0.31420103,0.26289758
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.2702238,0.2604125,0.29861283,0.17075078
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.32745022,0.28284508,0.2010613,0.18864343
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.3695381,0.2143333,0.23819931,0.17792934
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.21831939,0.193624,0.41419628,0.17386031
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.29406366,0.19876745,0.2562683,0.2509007
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.42750537,0.2496034,0.17742594,0.14546524
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.3109567,0.23375428,0.24194616,0.2133429
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.4464518,0.2655224,0.17754123,0.11048455
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.19453545,0.17472403,0.31364453,0.31709602
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.31094158,0.2954466,0.22452225,0.16908954
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.31297356,0.20609729,0.20950781,0.27142128
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.20710544,0.17846626,0.38795406,0.22647424
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,False,0.33041215,0.13645446,0.23150891,0.3016245
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.2345008,0.31099567,0.26285896,0.19164456
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.27802014,0.25069356,0.22486176,0.24642451
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.07797692,0.15145673,0.56541,0.20515637
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.25009555,0.23827852,0.33152124,0.18010475
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.34072033,0.27157757,0.25057197,0.13713016
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.18186955,0.12690754,0.30836606,0.38285682
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.23183991,0.21266548,0.26974195,0.2857527
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.2838809,0.2867083,0.25551045,0.17390037
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,True,0.24615449,0.17190057,0.30965394,0.272291
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,False,0.29972738,0.25413236,0.21168652,0.23445375
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.39461368,0.23234141,0.19414222,0.17890269
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.23625761,0.23167649,0.25621176,0.27585408
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.23025188,0.20442225,0.25617173,0.30915418
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.3563228,0.22830117,0.21121134,0.20416479
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.3045213,0.27092642,0.20592761,0.21862465
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.32377642,0.22037518,0.2336495,0.22219893
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.16127329,0.18235521,0.34833866,0.30803287
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.24646328,0.38793278,0.19984004,0.16576393
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.4761679,0.17443553,0.16576006,0.1836365
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.25646362,0.2018327,0.2879552,0.25374857
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.28286308,0.34122795,0.23432423,0.14158478
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.3848845,0.2243984,0.19317436,0.19754273
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.3650397,0.22492103,0.23310062,0.17693864
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.33623084,0.18936503,0.2510881,0.223316
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,True,0.255661,0.24986395,0.27546018,0.21901488
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,False,0.38721,0.2601991,0.18513699,0.16745396
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.30152687,0.3911862,0.20227695,0.10500997
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,True,0.34457475,0.21291609,0.19688553,0.24562365
