0,1,2,3,4,5,/rlhf-fixed-llama-v3-bs-16_correct,/rlhf-fixed-llama-v3-bs-16_choiceA_probs,/rlhf-fixed-llama-v3-bs-16_choiceB_probs,/rlhf-fixed-llama-v3-bs-16_choiceC_probs,/rlhf-fixed-llama-v3-bs-16_choiceD_probs
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.178953,0.3358109,0.2601378,0.2250983
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.29776832,0.26011476,0.2265976,0.21551934
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.29350325,0.33800837,0.21806319,0.15042521
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.2846733,0.36629197,0.22955306,0.11948166
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.3127903,0.27833253,0.23349024,0.17538686
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.27282292,0.31150284,0.2420625,0.17361172
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.2801438,0.30660862,0.21545307,0.19779457
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.20232363,0.2805184,0.25095582,0.26620215
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.26011932,0.28787422,0.2046679,0.24733849
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.19032212,0.31626064,0.27732456,0.21609266
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.31569296,0.31140742,0.24091208,0.13198753
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.2180238,0.36469454,0.22420917,0.19307257
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.24408147,0.25102857,0.16417451,0.34071547
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.23879218,0.31006625,0.21142665,0.2397149
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.32911703,0.2480991,0.25202388,0.17075995
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.26437026,0.27193892,0.20907626,0.2546146
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.23566478,0.33116746,0.23379962,0.19936813
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.28352854,0.25552988,0.27643126,0.18451032
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.24916495,0.27203932,0.24908513,0.22971056
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.18825394,0.2634694,0.26306015,0.2852165
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.2879322,0.24464796,0.2553362,0.21208365
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.16990839,0.27729073,0.24596463,0.30683628
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.329818,0.2947371,0.22783555,0.14760928
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.2081704,0.29944193,0.30771106,0.18467657
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.285928,0.26531118,0.31002936,0.13873148
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,False,0.32812878,0.3414838,0.21275848,0.11762892
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.32005465,0.2944598,0.21510662,0.170379
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.18834984,0.3377856,0.25882673,0.21503787
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.23766565,0.3641554,0.21019936,0.18797961
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.22562985,0.3600648,0.20712306,0.20718233
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.18138178,0.30217457,0.33196247,0.18448111
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,True,0.2383976,0.300366,0.26820588,0.19303043
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.27904898,0.31012642,0.1739333,0.2368913
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.28695276,0.29590017,0.23231761,0.18482943
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.29136586,0.2983761,0.21236064,0.19789734
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.18400376,0.36792278,0.26989266,0.17818072
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.39952114,0.32153472,0.18649971,0.0924444
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.29505998,0.22991481,0.24949498,0.22553024
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.2823582,0.34076965,0.20720156,0.16967063
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.25477815,0.2704516,0.2220037,0.25276652
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.28103653,0.2774526,0.2274688,0.21404205
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.27746296,0.2749338,0.18757653,0.26002666
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.29186752,0.3061769,0.21122308,0.19073245
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.20696002,0.32964426,0.26505804,0.19833763
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.29901165,0.26383305,0.26089862,0.17625663
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.32128,0.2781884,0.2305744,0.16995719
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.1899028,0.31013393,0.22781557,0.27214774
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.18779592,0.22348881,0.33344162,0.25527364
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.26775002,0.28152704,0.21296057,0.23776238
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.16831,0.3218387,0.2158935,0.2939578
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.29332092,0.2502264,0.24456562,0.21188696
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.25950184,0.28993067,0.2481413,0.20242624
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.2355529,0.27287585,0.2492618,0.2423095
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.26942736,0.26027372,0.27323732,0.19706163
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.29308376,0.29826638,0.29352626,0.11512361
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.19901034,0.29821646,0.276589,0.22618413
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.24852476,0.32028776,0.23475163,0.19643584
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.22136284,0.34206185,0.21538211,0.2211932
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.19825521,0.308439,0.31994924,0.17335653
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.2452325,0.268943,0.26214734,0.22367719
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.19940214,0.30092776,0.2528258,0.24684429
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.20490614,0.27110156,0.24189107,0.28210112
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.24497794,0.27306858,0.24313965,0.23881376
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.2373474,0.4211489,0.2167314,0.124772355
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.32083508,0.3186676,0.23968603,0.12081124
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.22725806,0.35397428,0.21272665,0.206041
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.1731029,0.37935635,0.224478,0.22306271
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.21615653,0.31346205,0.22282928,0.24755208
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.24854514,0.34711316,0.22834074,0.17600101
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.15624078,0.24779809,0.30718037,0.2887807
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.3048159,0.2522664,0.27945617,0.16346145
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.25906578,0.32105148,0.24461605,0.1752666
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.23389623,0.31203046,0.26155445,0.19251892
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.2960163,0.28076822,0.2694925,0.15372305
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.26796043,0.33192044,0.19797434,0.20214488
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.20898086,0.32998428,0.23468265,0.22635214
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.14352117,0.41894802,0.2740494,0.1634814
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.26323617,0.32963726,0.22415344,0.18297312
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.21117054,0.27857292,0.2619702,0.24828637
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.20796587,0.27843297,0.35619727,0.15740392
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.2913053,0.33509985,0.20390338,0.16969146
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.18425135,0.37668806,0.28661126,0.15244937
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.15729001,0.28320006,0.28774542,0.2717645
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.25473553,0.3028523,0.25832343,0.1840887
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.19513926,0.381906,0.21750638,0.20544836
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.24121231,0.28359103,0.20695554,0.26824114
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.37423047,0.27349588,0.20753992,0.14473376
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.38869604,0.2925895,0.1532997,0.16541478
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.23503192,0.31517583,0.24830002,0.20149219
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.24606168,0.25106657,0.26079768,0.2420741
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.2728813,0.2965083,0.22911076,0.20149963
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.16126677,0.26618436,0.3037724,0.26877654
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,True,0.22208351,0.29678407,0.28344518,0.19768724
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.15675732,0.2822663,0.33098546,0.22999091
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.21940437,0.39906865,0.18922354,0.1923035
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.22478355,0.26022485,0.2880965,0.22689508
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.24626301,0.33319637,0.24483922,0.17570142
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.22863607,0.3792881,0.20416772,0.18790811
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.17877309,0.32030937,0.28468916,0.21622841
Sound travels in,solids,liquids,gases,All of these,D,False,0.21539386,0.3038056,0.27690902,0.20389153
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.20127994,0.27821675,0.27020884,0.25029445
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.25789037,0.31826508,0.24317992,0.18066461
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.18023244,0.25932539,0.29660773,0.26383454
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.3240494,0.3270747,0.23328342,0.115592524
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.34591323,0.28571352,0.21241783,0.15595546
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.26993734,0.28314564,0.23236038,0.21455663
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.34937242,0.30361703,0.21651442,0.13049616
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.2865351,0.26299357,0.30488244,0.14558886
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.29863226,0.32549617,0.2205793,0.15529227
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.28725764,0.27813834,0.24463221,0.18997185
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.33184475,0.31222606,0.18403971,0.17188941
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.21498923,0.2897005,0.24565141,0.24965885
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.23628181,0.29831755,0.2222314,0.2431692
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.23390184,0.31751153,0.24268883,0.20589784
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.26367593,0.35843,0.19846745,0.17942663
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.30630594,0.29302993,0.20467286,0.19599131
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.24708764,0.3101095,0.26173526,0.18106753
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.24414086,0.31452218,0.20694096,0.234396
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.27915564,0.29246,0.24974382,0.17864051
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.27706656,0.27827302,0.27805388,0.16660649
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.12689789,0.3276198,0.2682066,0.27727568
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.26442057,0.28306678,0.26448613,0.18802658
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.3137524,0.38791978,0.17669776,0.12163001
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.24105535,0.29951513,0.22082502,0.23860443
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.3240554,0.29427627,0.18416463,0.19750369
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.2415324,0.30348969,0.24928741,0.20569047
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.23963323,0.27860042,0.2853433,0.19642298
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.26404682,0.33405015,0.2590049,0.14289811
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.13091877,0.36696845,0.23642705,0.2656857
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.31119472,0.24681799,0.21057211,0.23141515
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.26985675,0.3069547,0.20989825,0.21329029
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.30891907,0.31416592,0.24997617,0.12693886
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.32776856,0.2860228,0.23445304,0.15175556
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.23743899,0.308714,0.21375756,0.24008945
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.22033846,0.28340626,0.29262012,0.20363522
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.29127043,0.30040002,0.2527953,0.15553427
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.22935513,0.33213177,0.23503383,0.20347933
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.20907907,0.32111925,0.23843355,0.23136808
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.19651213,0.41853836,0.18400003,0.20094948
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.18994826,0.27474537,0.28238583,0.25292054
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.3218897,0.28481427,0.23286022,0.16043569
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.29164416,0.31967676,0.23272976,0.15594934
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.19428928,0.31296873,0.21532212,0.2774199
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.2858045,0.34236935,0.23895626,0.13286988
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.30789378,0.26694617,0.25349462,0.17166542
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.17132384,0.43837866,0.18154104,0.20875646
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.32246926,0.29046613,0.20358452,0.18348005
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.25237826,0.329888,0.25760496,0.16012883
