0,1,2,3,4,5,/shf-v4-llama-10000-kl-0.35_correct,/shf-v4-llama-10000-kl-0.35_choiceA_probs,/shf-v4-llama-10000-kl-0.35_choiceB_probs,/shf-v4-llama-10000-kl-0.35_choiceC_probs,/shf-v4-llama-10000-kl-0.35_choiceD_probs
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.42297456,0.42185867,0.069321856,0.085845016
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.31958717,0.37718678,0.12773232,0.1754938
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.11723783,0.49447545,0.27492586,0.11336085
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.18181194,0.26891908,0.32098588,0.22828306
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.25333706,0.28181696,0.24030027,0.22454569
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.35001844,0.3972149,0.10978311,0.14298359
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.2568054,0.46076864,0.09686554,0.18556045
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.31044528,0.28176847,0.15266427,0.2551219
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.2579283,0.43661377,0.04557606,0.25988188
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.2921622,0.33517718,0.15223728,0.22042334
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.24352002,0.26875535,0.2101862,0.27753842
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.39968953,0.46891022,0.054971386,0.07642888
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.23631783,0.33242863,0.16197169,0.26928183
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.29079428,0.36199874,0.1288031,0.21840386
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.3040949,0.27526343,0.17229126,0.24835035
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.4098048,0.3882004,0.08858121,0.11341363
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.2685055,0.32315195,0.16876325,0.23957929
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.24768846,0.34152102,0.17603551,0.23475507
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.18882512,0.4433721,0.093915194,0.27388766
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.44020426,0.3705605,0.087902926,0.10133227
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.2755221,0.35986504,0.09576009,0.26885283
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.39734378,0.43771556,0.09378651,0.07115413
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.26735044,0.2703399,0.17114767,0.29116198
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.35110894,0.31272143,0.18832189,0.1478477
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.3336387,0.3507839,0.09708624,0.21849115
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.27659705,0.5035672,0.06490331,0.15493244
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.26153544,0.5749603,0.07079822,0.09270605
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.4409026,0.40472925,0.07320635,0.08116183
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.23882188,0.25657547,0.2629472,0.24165547
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.2326423,0.3024059,0.23422915,0.23072268
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.2526174,0.31314442,0.14031127,0.29392686
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.22390927,0.31454906,0.13376178,0.32777998
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.2351245,0.34703776,0.20614044,0.21169733
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.505072,0.39618763,0.06165083,0.0370896
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.44318807,0.27564612,0.13140103,0.14976475
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.22043686,0.4222919,0.14919147,0.2080798
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.33969593,0.31933764,0.10611389,0.23485257
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.30422473,0.5246225,0.06958525,0.101567596
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.35726723,0.3083645,0.091735266,0.24263294
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.3063339,0.39914322,0.10503389,0.18948899
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.2756593,0.39845055,0.19796345,0.12792675
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.24361725,0.54516727,0.065873675,0.14534181
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.21440369,0.25753975,0.2519311,0.27612543
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.29972553,0.2547729,0.23005094,0.21545063
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.32056272,0.25002095,0.06866029,0.36075604
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.18839006,0.2959256,0.27177784,0.24390648
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.23086792,0.53151375,0.082982965,0.15463537
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.2478516,0.3324056,0.20248978,0.21725307
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.35720846,0.328075,0.11082277,0.20389377
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.33925375,0.3349472,0.13111569,0.19468333
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.3092829,0.5044633,0.08121424,0.105039515
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.26282266,0.3537684,0.14790614,0.23550285
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.27999938,0.34408927,0.14257011,0.23334125
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.30731273,0.46206903,0.08515767,0.14546056
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.24293326,0.41396365,0.21552189,0.12758124
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.36523035,0.3364961,0.07869067,0.21958286
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.25180557,0.3140107,0.16769037,0.26649335
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.2593472,0.36274803,0.21477932,0.1631255
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.26630884,0.33665365,0.18339814,0.21363936
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.31009915,0.35775548,0.13130574,0.20083964
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.3933416,0.33038074,0.06708853,0.20918922
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.24647164,0.3428806,0.11643695,0.29421082
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.3043588,0.30762714,0.17398031,0.21403375
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.32725015,0.30238977,0.15812111,0.21223898
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.23683526,0.4527848,0.1657358,0.1446442
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.2091194,0.38669717,0.2519807,0.15220276
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.35712436,0.30555964,0.06660362,0.27071238
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.2685593,0.29177758,0.15371229,0.28595078
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.295127,0.35469255,0.11259681,0.23758355
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.14397648,0.22274731,0.50912637,0.124149814
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.24707294,0.2749713,0.21745674,0.26049903
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.21074805,0.5673162,0.10233358,0.119602196
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.1266287,0.31538972,0.32376254,0.23421907
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.33850697,0.40859005,0.10843049,0.14447248
How many sides does a rhombus have?,4,6,8,10,A,True,0.39313132,0.32366854,0.091418974,0.19178118
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.16816916,0.2620596,0.26607123,0.30370006
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.40383038,0.40087733,0.09165831,0.10363391
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.35889214,0.32101744,0.11663929,0.20345107
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.22212304,0.23736241,0.23119886,0.3093157
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.27420372,0.28852075,0.19923401,0.23804155
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.23317923,0.28194138,0.24388081,0.24099861
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.25460315,0.44292808,0.096493155,0.20597558
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.22510694,0.34836262,0.16674119,0.2597893
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.35276505,0.40419188,0.08060989,0.16243318
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.2541379,0.40349224,0.12898134,0.21338847
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.2688954,0.33100066,0.12707873,0.27302516
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.14434487,0.35068464,0.26727778,0.23769277
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.26338997,0.5696689,0.0683498,0.09859131
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.6485075,0.3155092,0.018908413,0.017074866
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.3203725,0.29974416,0.15189947,0.22798377
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.068079226,0.896797,0.0018033136,0.03332046
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.2898763,0.60429126,0.044229425,0.061602972
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.6148444,0.32356483,0.036054756,0.025535995
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.30750766,0.30975342,0.09066534,0.2920735
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.4152756,0.3810158,0.03499625,0.16871233
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.28979704,0.44645405,0.12851697,0.1352319
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.22556205,0.36588392,0.1344062,0.27414784
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.35559487,0.3808222,0.07353177,0.19005108
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.28493562,0.30419186,0.20300879,0.20786382
How many stars are on the American flag?,13,48,50,51,C,False,0.4199104,0.30965498,0.06391628,0.20651838
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.43831712,0.35560244,0.10006819,0.10601227
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.3048394,0.3173809,0.12509176,0.252688
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.19104522,0.25546446,0.29721966,0.25627068
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.21991673,0.28362828,0.23228544,0.2641695
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.27844232,0.36614725,0.07185787,0.28355256
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.22618514,0.34340307,0.19547606,0.23493573
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.36453044,0.37157556,0.05342476,0.21046923
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.33911297,0.4028472,0.11907664,0.1389632
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.2325499,0.34664443,0.2092986,0.21150701
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.28375065,0.3468856,0.12663953,0.24272424
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.26523328,0.3480247,0.13216004,0.25458193
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.27747095,0.2741944,0.23612115,0.21221346
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.26062152,0.40239397,0.11898397,0.21800053
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.34461626,0.2908504,0.07481734,0.28971595
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.22003339,0.35834083,0.14175919,0.27986664
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.32541293,0.40396768,0.11346719,0.15715216
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.26104963,0.2990843,0.14998741,0.28987858
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.107654124,0.23594375,0.08970681,0.5666953
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.25700912,0.33584818,0.11396578,0.29317683
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.29068828,0.28294027,0.12601149,0.30035996
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.35642436,0.35157245,0.12171405,0.17028908
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.27317715,0.39854687,0.16998424,0.1582917
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.45289642,0.33089894,0.09406493,0.12213979
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.18882464,0.39458835,0.1531066,0.26348045
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.16451305,0.44529903,0.13025501,0.2599329
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.36850291,0.44666147,0.060749225,0.12408642
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.2747416,0.36082017,0.11011197,0.25432622
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.37297288,0.48828146,0.05805621,0.08068951
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.26391867,0.26033744,0.20418614,0.27155778
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.30560806,0.4021765,0.14740995,0.14480549
