0,1,2,3,4,5,/shf-v4-llama-10000-kl-0.35_correct,/shf-v4-llama-10000-kl-0.35_choiceA_probs,/shf-v4-llama-10000-kl-0.35_choiceB_probs,/shf-v4-llama-10000-kl-0.35_choiceC_probs,/shf-v4-llama-10000-kl-0.35_choiceD_probs
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.1997282,0.23670453,0.3557187,0.20784853
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.25081003,0.2836169,0.22385888,0.24171422
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.190742,0.30151418,0.22351141,0.2842324
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.28498933,0.24940749,0.27206272,0.19354053
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.25326106,0.27901098,0.26393917,0.20378879
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.23485264,0.26565686,0.2666676,0.23282287
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.2803023,0.25458705,0.2755227,0.18958786
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.3222544,0.30763748,0.28089198,0.08921601
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.18218191,0.30178502,0.2992481,0.21678506
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.24456935,0.31315938,0.2526733,0.189598
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.23206985,0.32043085,0.23355433,0.21394493
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.19810094,0.31385472,0.331362,0.15668234
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.23650233,0.264765,0.28556317,0.2131695
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.20939769,0.28149498,0.25814095,0.25096637
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.2090744,0.25886866,0.25655055,0.27550644
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.25030398,0.2565885,0.26062965,0.23247784
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.23169519,0.41894525,0.24827367,0.10108586
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.33154482,0.29936016,0.24870425,0.12039084
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.22281294,0.33563665,0.23462161,0.20692888
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.17434949,0.36680713,0.24575777,0.21308558
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.22957635,0.3070577,0.23605928,0.22730671
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.2537417,0.34456548,0.22811297,0.17357992
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.14880885,0.23627543,0.32548627,0.28942946
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.28515235,0.27596614,0.28149286,0.1573887
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.2541057,0.3115346,0.2647866,0.16957302
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.22966166,0.31289107,0.28181002,0.17563722
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.32312298,0.28412947,0.2528667,0.13988082
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.28249714,0.31260636,0.20590967,0.19898686
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.22859626,0.31840947,0.24615668,0.20683762
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.16942018,0.39264825,0.2859545,0.15197709
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.26791596,0.31520563,0.24167377,0.17520462
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.2259284,0.27173117,0.2830714,0.21926904
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.22202191,0.28805408,0.3609419,0.12898211
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.28525358,0.33096054,0.2207677,0.16301817
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.20091411,0.37468958,0.29286292,0.13153343
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.16017519,0.2945752,0.3146263,0.23062323
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.2605872,0.3114279,0.26866382,0.15932111
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.19519612,0.3881383,0.23814146,0.17852412
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.2376539,0.27758598,0.23741286,0.24734728
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.3752516,0.27845138,0.21596615,0.13033092
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.387224,0.29781827,0.17165303,0.14330474
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.2308254,0.31602427,0.25302565,0.20012464
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.24609017,0.26421723,0.25566548,0.23402724
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.26796415,0.29027656,0.24785045,0.1939088
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.15648213,0.26630592,0.3326993,0.24451268
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.22200505,0.28589922,0.2953276,0.19676812
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.17695326,0.2689111,0.3584112,0.19572449
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.23298185,0.39389116,0.20407382,0.16905315
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.22779131,0.24852474,0.3014638,0.2222202
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.25353748,0.3167131,0.26031047,0.16943896
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.24345534,0.35856366,0.21728663,0.18069442
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.17904969,0.30463824,0.30758145,0.20873065
Sound travels in,solids,liquids,gases,All of these,D,False,0.21451797,0.30431056,0.31829426,0.1628773
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.19299167,0.2657863,0.2962347,0.24498741
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.25278696,0.3122622,0.26803258,0.16691828
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.16114296,0.23159531,0.3386444,0.26861733
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.32619676,0.30761877,0.2546516,0.111532904
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.3686189,0.27643582,0.22635484,0.12859042
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.27871966,0.27844867,0.25678965,0.18604203
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.3382635,0.31721205,0.21971127,0.124813154
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.29637903,0.26361856,0.3122366,0.1277658
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.29833633,0.32239333,0.22867347,0.1505969
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.28631067,0.28586978,0.2584535,0.16936609
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.34043458,0.2947216,0.20626044,0.15858334
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.216145,0.2839011,0.25420642,0.24574748
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.23867004,0.29333073,0.23062031,0.2373789
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.22554035,0.32939526,0.26311263,0.18195167
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.27142495,0.36016995,0.20120446,0.16720061
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.2939,0.2905552,0.22218403,0.19336073
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.25820878,0.2987697,0.2681533,0.17486818
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.24716254,0.29120365,0.2102901,0.2513437
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.26486453,0.29674965,0.28368592,0.15469994
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.27797136,0.28563994,0.2907475,0.14564122
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.1499007,0.2926216,0.2894851,0.26799256
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.27801844,0.2747244,0.27310428,0.1741528
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.2956702,0.40309554,0.19954371,0.10169055
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.25061542,0.2925786,0.24705634,0.2097496
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.32228217,0.29005963,0.20897472,0.1786835
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.22559635,0.28670818,0.262112,0.22558345
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.24226448,0.278082,0.29188138,0.18777214
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.24330464,0.32043952,0.2822604,0.15399538
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.14094743,0.34364495,0.24146137,0.2739463
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.3133165,0.23666479,0.23375726,0.21626148
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.26819247,0.29981413,0.22144213,0.21055125
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.3215686,0.2910921,0.26009598,0.1272432
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.34359184,0.27222273,0.2417761,0.14240935
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.24567416,0.30281904,0.22642668,0.22508022
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.21395673,0.27825335,0.301319,0.20647095
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.29505992,0.30991393,0.2632007,0.13182539
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.24366401,0.32415974,0.24292384,0.18925244
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.19922195,0.30498362,0.28210086,0.2136936
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.20808846,0.4152914,0.20029849,0.17632167
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.19691724,0.27426106,0.29786375,0.23095801
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.3291403,0.28622943,0.2410344,0.14359589
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.29374716,0.309304,0.24823855,0.14871028
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.203315,0.3158075,0.23690136,0.24397615
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.28808346,0.3400006,0.26393,0.10798598
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.3093079,0.26238456,0.26969415,0.15861337
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.20099124,0.39423245,0.20483507,0.19994128
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.3164357,0.3099361,0.21562006,0.15800817
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.26618037,0.3320709,0.25882134,0.14292738
