0,1,2,3,4,5,/llama-7b_correct,/llama-7b_choiceA_probs,/llama-7b_choiceB_probs,/llama-7b_choiceC_probs,/llama-7b_choiceD_probs
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.34994775,0.25989744,0.15509626,0.23505855
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.5125733,0.32973248,0.042990685,0.1147035
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.3294117,0.32205164,0.13551919,0.21301746
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.6154878,0.18541199,0.030342411,0.16875772
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.23118868,0.4130615,0.17892191,0.17682797
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.48303673,0.3322818,0.08300671,0.10167478
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.31074595,0.32142505,0.1241738,0.24365526
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.282678,0.39038926,0.14024705,0.18668558
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.30479833,0.38979542,0.1401275,0.16527879
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.3112304,0.33596617,0.18101491,0.1717886
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.25014913,0.4073003,0.19445659,0.148094
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.11602824,0.277286,0.4863802,0.12030559
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.41817755,0.3289458,0.10877025,0.1441065
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.4691195,0.29648006,0.076279014,0.15812148
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.36948407,0.34113666,0.14262278,0.1467566
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.31519386,0.35834602,0.13757671,0.18888333
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.4350159,0.4168612,0.055460714,0.09266228
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.33332315,0.38461387,0.113638744,0.16842419
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.10304541,0.4731679,0.27596375,0.14782296
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.17503484,0.2894635,0.3231873,0.21231435
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.2521923,0.2979673,0.23521931,0.21462108
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.33107856,0.3990113,0.11406035,0.15584968
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.27663264,0.4447072,0.09765866,0.18100154
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.3184537,0.28097278,0.15256394,0.24800962
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.24757414,0.42141178,0.058218773,0.27279526
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.3021768,0.33319747,0.149163,0.21546273
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.26201433,0.2750195,0.20820786,0.25475833
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.39885274,0.44896594,0.05591413,0.096267164
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.2446522,0.32362103,0.16680585,0.2649209
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.29711995,0.36199778,0.1279387,0.21294352
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.31299025,0.28905487,0.17109218,0.22686271
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.40158424,0.36972255,0.09593344,0.13275972
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.29015526,0.31705263,0.16019127,0.23260085
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.21958561,0.35880587,0.19132845,0.23028006
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.17920251,0.47789067,0.0887804,0.2541265
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.40974444,0.3572798,0.1021381,0.1308376
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.28353465,0.35314935,0.109483644,0.25383228
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.393048,0.42761007,0.09248369,0.08685835
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.25820753,0.26960796,0.18592529,0.28625923
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.35221338,0.3064101,0.1871894,0.15418704
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.33499736,0.35640427,0.09711101,0.21148741
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.26652706,0.4879412,0.07714287,0.16838886
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.25981602,0.5766227,0.07018053,0.09338073
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.44201517,0.39731944,0.07037976,0.09028566
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.23838739,0.24691351,0.276721,0.23797809
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.23948014,0.30770275,0.22649837,0.22631872
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.26395625,0.31301248,0.14916585,0.27386552
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.23608221,0.32431757,0.13215107,0.3074492
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.26265216,0.3548827,0.17877531,0.20368978
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.5001304,0.38950196,0.06372018,0.046647497
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.44019842,0.27231643,0.11864559,0.16883954
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.23490931,0.42424202,0.13356525,0.20728342
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.38493153,0.30555898,0.09646986,0.21303967
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.31189993,0.5297679,0.06934663,0.088985614
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.37070522,0.30994976,0.08757371,0.23177132
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.31781846,0.40248346,0.09390486,0.18579319
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.27119943,0.39609113,0.19680509,0.1359044
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.24252905,0.54792124,0.06820846,0.14134133
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.21832292,0.2745972,0.24251336,0.26456657
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.30792004,0.25466824,0.22540419,0.2120075
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.25934187,0.2436733,0.059962377,0.4370224
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.1893463,0.29560712,0.26009133,0.2549552
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.2364916,0.51054376,0.09135075,0.16161382
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.26991802,0.33533394,0.18734585,0.20740223
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.37793925,0.31174296,0.11024599,0.20007184
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.33793113,0.3370473,0.1296136,0.195408
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.27651283,0.5616545,0.06276626,0.09906646
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.27782565,0.3840907,0.12900737,0.20907637
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.29554924,0.34083623,0.1416047,0.22200984
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.3052307,0.46358994,0.0810648,0.15011457
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.21196751,0.405824,0.22290614,0.15930231
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.31581217,0.3282781,0.07385887,0.28205094
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.2614644,0.31725177,0.17032841,0.2509553
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.25658754,0.36393675,0.21445972,0.16501604
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.27923506,0.3379995,0.18166845,0.2010971
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.28165108,0.35075518,0.14912541,0.21846825
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.37944892,0.3382022,0.066098884,0.21625008
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.24508685,0.33036953,0.122226134,0.30231762
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.32468697,0.29301152,0.17958984,0.20271166
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.3222864,0.307678,0.15369113,0.21634439
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.23892096,0.43764785,0.17000557,0.15342562
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.190617,0.38299796,0.2771219,0.14926328
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.36018106,0.3361479,0.054052956,0.24961817
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.27825502,0.30293378,0.15810585,0.2607053
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.29176491,0.37363952,0.10935447,0.22524098
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.13515058,0.23894122,0.5024634,0.123444825
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.27206036,0.295812,0.20540072,0.22672693
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.20395245,0.5589808,0.11221467,0.124852106
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.112613246,0.32375458,0.3169547,0.24667749
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.34961575,0.38376838,0.11376608,0.15284976
How many sides does a rhombus have?,4,6,8,10,A,True,0.4105154,0.31575003,0.08385202,0.18988258
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.18877925,0.2707787,0.2507247,0.28971738
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.41037294,0.4056144,0.08342784,0.10058482
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.33789372,0.3386344,0.10043749,0.22303444
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.22532625,0.2443161,0.23533952,0.2950181
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.28780803,0.29152128,0.19101739,0.22965322
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.23798418,0.28285587,0.2478295,0.23133053
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.25870728,0.4214085,0.10255551,0.21732877
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.20786013,0.33396176,0.15237567,0.30580246
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.36809275,0.3871488,0.07626291,0.16849557
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.26142,0.41532084,0.11757416,0.20568502
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.28413975,0.33150566,0.12684125,0.25751343
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.14969589,0.3513403,0.2667549,0.23220891
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.26859415,0.5503253,0.07318905,0.10789154
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.6689056,0.29665187,0.016122155,0.018320402
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.32084545,0.30606064,0.1491316,0.2239623
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.066399135,0.89022905,0.0021655455,0.04120615
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.2865699,0.6063145,0.0429392,0.064176485
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.6517016,0.29159746,0.030771863,0.025929019
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.29360852,0.32722864,0.09930995,0.2798529
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.40453997,0.39163914,0.033656523,0.17016435
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.2934218,0.44378567,0.13435622,0.12843636
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.24292578,0.3626985,0.13651797,0.2578578
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.35629123,0.3823293,0.07942279,0.18195666
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.28760168,0.3133896,0.20001426,0.19899446
How many stars are on the American flag?,13,48,50,51,C,False,0.45104456,0.29877347,0.05323366,0.19694833
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.43099552,0.36520115,0.09589299,0.10791043
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.3048068,0.32352522,0.12856162,0.24310635
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.20365372,0.2558842,0.298083,0.24237907
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.23573849,0.28011408,0.23101403,0.25313345
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.27831832,0.37178093,0.08321131,0.26668942
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.25885916,0.34924114,0.1649283,0.22697139
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.37188882,0.36321512,0.06127327,0.20362285
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.33811462,0.40093407,0.117447436,0.14350383
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.24439943,0.3478018,0.20385505,0.20394373
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.29146227,0.36148745,0.112453185,0.2345971
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.25849634,0.35200083,0.13845393,0.25104886
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.28296083,0.2756737,0.22775257,0.21361285
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.27746722,0.39593184,0.11529506,0.21130587
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.30326018,0.3127047,0.069156036,0.3148791
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.22751811,0.35430974,0.14705344,0.27111882
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.30668116,0.3975583,0.12733681,0.1684238
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.2699217,0.2913766,0.15810628,0.28059545
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.08397905,0.22312422,0.091814496,0.6010822
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.25818586,0.33558372,0.1159304,0.2903
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.30084988,0.29123464,0.12692124,0.2809942
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.3642476,0.34359878,0.117053755,0.1750999
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.29498395,0.39540583,0.15423036,0.15537982
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.43351993,0.34045157,0.091106914,0.1349216
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.18135865,0.40507224,0.16325805,0.250311
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.1568719,0.5002858,0.11922945,0.22361282
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.3870649,0.4186423,0.06161151,0.1326813
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.2776072,0.35406616,0.11719862,0.251128
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.33453625,0.49944732,0.06489884,0.10111764
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.2686484,0.25025123,0.21034916,0.2707513
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.31140825,0.39097583,0.13783069,0.15978518
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.27385587,0.33049396,0.18693061,0.2087196
