0,1,2,3,4,5,/shf-v4-llama-instruct-10k-kl-0.35_correct,/shf-v4-llama-instruct-10k-kl-0.35_choiceA_probs,/shf-v4-llama-instruct-10k-kl-0.35_choiceB_probs,/shf-v4-llama-instruct-10k-kl-0.35_choiceC_probs,/shf-v4-llama-instruct-10k-kl-0.35_choiceD_probs
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.28215146,0.31187627,0.26559928,0.14037296
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.2671371,0.31606874,0.23877423,0.17801991
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.16689587,0.2910113,0.28489044,0.2572024
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.22888163,0.32010603,0.22405216,0.22696017
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.1845582,0.2970311,0.31903762,0.19937313
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.3714741,0.30469558,0.24415267,0.07967767
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.20644274,0.38571522,0.2501361,0.15770592
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.24329595,0.25510332,0.19442397,0.30717677
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.2343755,0.2964548,0.27150363,0.19766611
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.37237868,0.22054544,0.29450724,0.11256863
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.2502033,0.26853445,0.23685159,0.24441062
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.23688138,0.33182603,0.26274794,0.16854465
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,True,0.29378912,0.2500476,0.31910586,0.13705736
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.24138367,0.2582541,0.2882594,0.21210285
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.20887023,0.24535094,0.31423807,0.23154071
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.29536563,0.23939292,0.287505,0.17773654
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.16409121,0.28864565,0.27326337,0.27399978
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.31607667,0.34047666,0.24675964,0.096687034
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.20567818,0.30854112,0.34941423,0.13636647
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.29016456,0.2877747,0.35794815,0.06411258
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.3957368,0.33844256,0.21382836,0.051992312
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.3138467,0.32259914,0.2302941,0.13326012
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.15431572,0.34134138,0.33494937,0.16939348
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.22953309,0.37145284,0.23297079,0.1660432
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.2351638,0.38067827,0.22564855,0.1585094
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.17660843,0.2974652,0.3899761,0.13595022
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.21390323,0.3028389,0.33609685,0.14716096
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.30112854,0.36371008,0.17439488,0.16076645
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.3015657,0.3100886,0.25171393,0.13663176
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.2667425,0.31889418,0.25599197,0.15837133
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.18108061,0.37869224,0.30122036,0.1390068
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.42888433,0.35420656,0.17380561,0.043103434
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.3142784,0.216593,0.27976874,0.18935986
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.2817832,0.35656217,0.22519986,0.13645469
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.25440383,0.2736783,0.23224781,0.23967
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.26175132,0.27603614,0.24836205,0.21385048
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.24478148,0.29699174,0.22184505,0.23638175
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.22810885,0.3398099,0.2693342,0.1627471
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.21672414,0.33636877,0.28910983,0.15779728
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.30351487,0.27612582,0.2963607,0.12399855
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.31322625,0.29683113,0.24749894,0.14244367
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.16217875,0.30435324,0.2838053,0.2496627
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.14573978,0.18601121,0.49018645,0.17806245
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.24857427,0.2895836,0.2431479,0.21869427
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.1757639,0.29760194,0.24172172,0.28491235
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.27459168,0.26074442,0.30364048,0.16102344
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.2466767,0.2995156,0.27014732,0.18366033
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.22402968,0.274299,0.28675318,0.21491818
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.25832185,0.2709437,0.30167666,0.16905785
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.32484293,0.32970932,0.3016093,0.04383845
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.18550855,0.29452506,0.32065415,0.19931222
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.23908858,0.3173117,0.2717483,0.17185138
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.21438345,0.35669515,0.23385145,0.19506995
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.19315405,0.35304904,0.35167935,0.10211756
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.223497,0.2697946,0.31613317,0.19057517
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.20260769,0.28666866,0.27603012,0.23469353
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.18043971,0.24204753,0.33255175,0.244961
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.22740147,0.2622192,0.28547025,0.2249091
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.1798615,0.44928494,0.31297794,0.057875555
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.34013763,0.31340805,0.26464492,0.08180947
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.21415477,0.3502436,0.24769333,0.18790828
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.14241336,0.412498,0.27496272,0.1701259
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.24951908,0.2863649,0.26154563,0.20257029
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.24617544,0.35229927,0.25821313,0.14331213
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.15241036,0.24258536,0.3476625,0.2573418
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.28783548,0.27771032,0.2974145,0.13703965
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.26259148,0.32373253,0.27794182,0.13573423
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.22571212,0.31821465,0.29384613,0.16222711
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.33033195,0.29571483,0.2672111,0.106742084
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.2555825,0.35819423,0.20937406,0.17684919
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.2256422,0.33255717,0.25511566,0.18668507
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.15909699,0.4147747,0.30616486,0.11996359
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.26076365,0.3267479,0.24764255,0.16484596
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.22409137,0.26937783,0.31569716,0.19083357
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.18634938,0.30879033,0.43101847,0.07384188
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.2695016,0.3602748,0.23640065,0.13382302
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.18222007,0.3921136,0.3326118,0.09305453
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.122243576,0.25130686,0.3839486,0.24250093
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.24984123,0.3191151,0.3004403,0.13060337
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.15106602,0.41748393,0.27148792,0.15996218
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.23138796,0.27257872,0.27173156,0.22430183
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.37139252,0.29838413,0.22518578,0.10503757
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.40703836,0.3446684,0.1584706,0.08982265
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.20281684,0.33581376,0.27634618,0.18502328
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.22340792,0.25755227,0.27971756,0.23932222
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.2578804,0.30263522,0.2651191,0.17436518
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.13513187,0.25240418,0.39885765,0.21360636
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.21857293,0.29960003,0.32051235,0.16131473
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.14470384,0.24596836,0.42739978,0.18192801
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.16140495,0.5106538,0.21122043,0.116720885
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.20800635,0.2453154,0.35268328,0.19399495
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.24502042,0.33980948,0.27599612,0.139174
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.22974025,0.3960979,0.22477646,0.14938538
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.16412884,0.29899675,0.34272432,0.19415016
Sound travels in,solids,liquids,gases,All of these,D,False,0.19716918,0.30668795,0.3862978,0.10984505
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.17216508,0.2895501,0.3291676,0.20911714
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.22703949,0.33365482,0.3059483,0.1333574
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.14013137,0.22935899,0.37507963,0.25543007
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.38223457,0.27618685,0.2696511,0.0719275
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.37280333,0.2919466,0.24790092,0.08734917
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.26378912,0.28376764,0.29456276,0.15788053
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.34430465,0.31812802,0.2351629,0.10240443
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.2889358,0.27507994,0.37039924,0.06558493
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.28450438,0.3405455,0.24148798,0.13346207
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.2761939,0.3180622,0.2723983,0.13334559
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.37962168,0.29727706,0.21548206,0.10761919
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.20923284,0.2863285,0.27818897,0.22624972
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.2374621,0.27171835,0.24040012,0.25041944
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.20858271,0.34309417,0.28181762,0.16650549
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.24370374,0.39542085,0.22163801,0.13923746
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.27800775,0.3135392,0.23088746,0.17756557
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.2566378,0.3071283,0.2890701,0.14716375
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.23706493,0.29170832,0.22356543,0.24766126
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.26396468,0.30045313,0.30506936,0.13051282
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.2756052,0.3029449,0.31998703,0.10146281
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.1286554,0.29364148,0.30886677,0.26883632
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.2634292,0.26472116,0.32082438,0.1510253
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.2831655,0.47255525,0.17965928,0.06462006
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.22962254,0.31157002,0.2674012,0.19140616
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.32581908,0.3078627,0.22407809,0.14224021
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.23090391,0.29858226,0.2714441,0.19906983
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.23837416,0.28230798,0.32000914,0.15930867
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.2232788,0.33301204,0.33046275,0.11324634
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.1404401,0.35026133,0.25453758,0.254761
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.3040704,0.23872817,0.25444198,0.20275943
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.26622194,0.31667084,0.23144284,0.18566439
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.32665625,0.30208865,0.2808513,0.090403795
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.3297,0.2802144,0.27284074,0.11724488
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.23058634,0.30399454,0.23737653,0.22804254
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.20567344,0.29141515,0.3355979,0.16731341
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.3009536,0.3166945,0.2789116,0.103440374
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.23379631,0.33229536,0.26194537,0.171963
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.17384362,0.3299501,0.32122728,0.17497899
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.16138296,0.48925245,0.22777405,0.121590525
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.1617972,0.2891745,0.35396153,0.1950668
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.33022684,0.31325895,0.2517822,0.10473206
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.2846395,0.3314717,0.27065957,0.11322912
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.17429261,0.35185385,0.2591435,0.21471013
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.28018284,0.37409818,0.2870215,0.05869749
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.30041343,0.2765744,0.30179292,0.121219285
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.1881781,0.42188522,0.20754543,0.18239126
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.3126618,0.33316272,0.22960763,0.124567926
