0,1,2,3,4,5,/shf-v4-llama-instruct-10k-kl-0.35_correct,/shf-v4-llama-instruct-10k-kl-0.35_choiceA_probs,/shf-v4-llama-instruct-10k-kl-0.35_choiceB_probs,/shf-v4-llama-instruct-10k-kl-0.35_choiceC_probs,/shf-v4-llama-instruct-10k-kl-0.35_choiceD_probs
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.29692045,0.2800985,0.17149597,0.2514851
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.7460827,0.20984028,0.010995084,0.03308183
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.31339037,0.34123674,0.1303926,0.21498024
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.662791,0.17299338,0.024089219,0.14012638
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.21732523,0.46492755,0.17926742,0.13847984
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.45586142,0.40669388,0.09092256,0.046522122
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.31080446,0.312718,0.14283942,0.23363805
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.2551629,0.4155439,0.13665129,0.19264196
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.2924448,0.46367276,0.12527113,0.118611336
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.30072376,0.35496557,0.18293265,0.16137807
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.19579865,0.48622194,0.25905535,0.05892413
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.057911254,0.17522658,0.72778475,0.03907746
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.40451816,0.4025547,0.104237795,0.08868932
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.516387,0.28195143,0.069590755,0.13207087
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.37232152,0.3685718,0.16069585,0.098410875
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.28680897,0.4065623,0.13612573,0.170503
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.5006042,0.42512316,0.037369706,0.036902927
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.32385248,0.4050979,0.1156303,0.15541932
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.088820815,0.5187589,0.3162822,0.07613813
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.17823547,0.25879398,0.36607695,0.19689357
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.2576018,0.30575338,0.24506712,0.19157767
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.30286515,0.43484995,0.1560203,0.10626458
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.23004708,0.52050966,0.08564008,0.16380312
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.26773754,0.30304167,0.16968161,0.25953922
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.25226897,0.45906144,0.042241607,0.246428
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.26180333,0.36383653,0.15547797,0.21888219
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.227943,0.25754896,0.24671537,0.2677927
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.40875944,0.52956253,0.03278039,0.028897654
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.2366939,0.36364728,0.16605283,0.23360594
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.25907484,0.43433815,0.11974809,0.18683892
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.28278893,0.30051324,0.20208472,0.21461317
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.37408915,0.43463272,0.10080136,0.09047675
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.27114987,0.33628657,0.17045946,0.22210403
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.19590628,0.34006628,0.27582195,0.18820548
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.15621461,0.5023738,0.0818,0.25961152
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.42396125,0.44220832,0.074523516,0.05930697
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.26968122,0.3723195,0.102013886,0.2559854
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.4667287,0.41899496,0.07833155,0.035944838
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.25440434,0.28217793,0.17997971,0.283438
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.36827776,0.32049847,0.19620474,0.11501899
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.33918253,0.38515285,0.084762566,0.19090211
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.23255154,0.6049418,0.052205443,0.110301174
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.18716677,0.732791,0.04368746,0.0363548
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.4460526,0.4498727,0.059473965,0.044600815
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.23324099,0.2769404,0.300675,0.18914352
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.23212373,0.3229826,0.24891177,0.19598183
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.2517627,0.32654297,0.13439053,0.28730384
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.2049577,0.32438806,0.1347359,0.33591828
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.21569227,0.3487069,0.21327779,0.22232312
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.5360089,0.38540027,0.060211644,0.018379211
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.49064434,0.28420752,0.12684827,0.0982999
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.19034609,0.4532818,0.15164226,0.20472986
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.37102994,0.3211511,0.10324789,0.20457105
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.30084464,0.5866348,0.055872418,0.056648135
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.44505644,0.29964712,0.06996418,0.18533225
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.31287363,0.4581185,0.08780646,0.14120136
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.2874954,0.41000846,0.23867278,0.0638234
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.19656295,0.66592085,0.053171366,0.08434481
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.20903759,0.2594008,0.28495097,0.24661063
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.30147353,0.27303168,0.23900476,0.18648998
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.29379457,0.20738956,0.040128455,0.45868734
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.16626707,0.30206296,0.313718,0.21795198
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.16325991,0.6891825,0.0575897,0.08996777
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.22592764,0.3469092,0.21313916,0.21402399
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.321943,0.373841,0.11939154,0.18482448
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.34695378,0.3450913,0.13563499,0.17231995
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.24355754,0.662758,0.049710356,0.04397412
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.2238798,0.4059673,0.15384875,0.21630412
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.2848732,0.35357082,0.15079086,0.21076508
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.2846495,0.49776348,0.08674665,0.13084033
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.14973034,0.55343175,0.21741925,0.07941872
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.3377516,0.38798377,0.07904907,0.19521555
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.23380545,0.32804993,0.1826796,0.25546506
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.2572881,0.38676006,0.22089612,0.13505581
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.26624686,0.37323126,0.17912102,0.18140087
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.2894226,0.38816363,0.13182768,0.19058612
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.42236418,0.36126447,0.051748224,0.16462311
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.2426049,0.37297052,0.107060835,0.27736384
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.30374014,0.32270005,0.1801019,0.19345789
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.35853267,0.3147577,0.17890622,0.14780337
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.21218799,0.5077229,0.1677489,0.11234023
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.17936929,0.4095761,0.29127118,0.11978348
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.43650895,0.24489668,0.033917487,0.28467694
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.2694808,0.316159,0.1528673,0.26149282
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.25792912,0.39931017,0.11738768,0.22537304
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.10924243,0.17552714,0.63080037,0.084430024
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.22420958,0.28987658,0.24702127,0.23889254
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.15315045,0.66374195,0.09925589,0.08385169
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.084532164,0.31981733,0.39475977,0.20089078
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.3086861,0.47451118,0.10444026,0.11236243
How many sides does a rhombus have?,4,6,8,10,A,True,0.4631366,0.29299217,0.07555611,0.16831513
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.15633622,0.25242588,0.2940656,0.29717237
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.40668714,0.44359437,0.084043816,0.06567473
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.34938088,0.40406397,0.114316985,0.13223824
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.19677284,0.23403437,0.29300228,0.27619046
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.25671792,0.29644865,0.21270002,0.23413342
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.23452058,0.30646348,0.24240345,0.21661247
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.18852763,0.5165024,0.10204598,0.19292407
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.20835945,0.4290158,0.1860146,0.17661025
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.35438377,0.43476856,0.0747857,0.13606201
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.23370217,0.47847596,0.12101297,0.16680896
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.26459992,0.35295048,0.12788776,0.2545618
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.12642792,0.3732118,0.295494,0.20486626
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.20273387,0.65924126,0.07098679,0.06703803
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.6546609,0.33374554,0.0063455957,0.005248026
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.31426746,0.31966,0.14754136,0.2185312
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.031106392,0.95599264,0.00066993246,0.012231052
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.26122388,0.69757026,0.024031531,0.017174363
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.664422,0.31170723,0.016947638,0.0069231484
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.3106854,0.3229705,0.09044979,0.2758943
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.4592471,0.38762948,0.025646105,0.12747724
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.26964822,0.49424595,0.1319762,0.10412972
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.21348022,0.39013073,0.13809422,0.25829482
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.3467088,0.4168043,0.06894546,0.16754137
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.24923678,0.33154884,0.23985192,0.17936245
How many stars are on the American flag?,13,48,50,51,C,False,0.48343453,0.2986961,0.042792346,0.17507704
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.44646806,0.35250488,0.11404392,0.08698306
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.28709197,0.34031945,0.12893859,0.24364993
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.16194241,0.25092658,0.35275802,0.23437293
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.2093665,0.28372762,0.2517987,0.2551072
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.27231213,0.38600072,0.0695852,0.27210185
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.20452553,0.35470998,0.2024217,0.23834278
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.36685827,0.39146572,0.050423704,0.19125223
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.3151294,0.4923587,0.103378944,0.08913284
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.22340624,0.35879064,0.24298531,0.1748179
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.28944132,0.3821325,0.11721462,0.21121159
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.24314864,0.41509634,0.12612678,0.21562824
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.2550237,0.2788079,0.26397708,0.20219143
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.21827519,0.44412526,0.13039128,0.20720822
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.3292928,0.35114598,0.042953998,0.27660722
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.18499099,0.37941906,0.14726786,0.28832215
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.2946648,0.47932926,0.11375994,0.112246044
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.24302858,0.32705316,0.15750024,0.27241802
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.06818029,0.25057897,0.08560781,0.5956329
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.22616364,0.34456906,0.12522383,0.30404344
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,True,0.27996013,0.30338246,0.13226524,0.28439218
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.33339006,0.36646965,0.12746789,0.17267239
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.25500116,0.45195273,0.18421003,0.108836085
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.45130202,0.34153244,0.101496436,0.10566911
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.17000924,0.426235,0.16219024,0.2415655
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.13545525,0.5052587,0.13228187,0.22700416
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.37998465,0.4775812,0.049475636,0.092958465
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.25371718,0.40563616,0.11570049,0.22494608
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.31212407,0.5847094,0.051750507,0.05141609
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.24377017,0.25353214,0.23129493,0.27140275
